year,county_name,employment_status_population_16_years_and_over,employment_status_population_16_years_and_over_in_,employment_status_population_16_years_and_over_in_,employment_status_population_16_years_and_over_in_,employment_status_population_16_years_and_over_in_,employment_status_population_16_years_and_over_in_,employment_status_population_16_years_and_over_not,employment_status_civilian_labor_force,employment_status_civilian_labor_force_unemploymen,employment_status_females_16_years_and_over,employment_status_females_16_years_and_over_in_lab,employment_status_females_16_years_and_over_in_lab,employment_status_females_16_years_and_over_in_lab,employment_status_own_children_of_the_householder_,employment_status_own_children_of_the_householder_,employment_status_own_children_of_the_householder_,employment_status_own_children_of_the_householder_,commuting_to_work_workers_16_years_and_over,commuting_to_work_workers_16_years_and_over_car_tr,commuting_to_work_workers_16_years_and_over_car_tr,commuting_to_work_workers_16_years_and_over_public,commuting_to_work_workers_16_years_and_over_walked,commuting_to_work_workers_16_years_and_over_other_,commuting_to_work_workers_16_years_and_over_worked,commuting_to_work_workers_16_years_and_over_mean_t,occupation_civilian_employed_population_16_years_a,occupation_civilian_employed_population_16_years_a,occupation_civilian_employed_population_16_years_a,occupation_civilian_employed_population_16_years_a,occupation_civilian_employed_population_16_years_a,occupation_civilian_employed_population_16_years_a,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,state_fips,county_fips,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,industry_civilian_employed_population_16_years_and,class_of_worker_civilian_employed_population_16_ye,class_of_worker_civilian_employed_population_16_ye,class_of_worker_civilian_employed_population_16_ye,class_of_worker_civilian_employed_population_16_ye,class_of_worker_civilian_employed_population_16_ye,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,income_and_benefits_in_2021_inflation_adjusted_dol,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,health_insurance_coverage_civilian_noninstitutiona,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_,percentage_of_families_and_people_whose_income_in_
2021,Autauga County; Alabama,46577,27550,26623,25871,752,927,19027,26623,-888888888,24292,12542,12293,12010,3818,2361,8919,6186,26458,22860,1818,144,174,208,1254,26.4,25871,9850,3898,5656,2460,4007,25871,200,1858,3127,01,001,783,3042,1153,311,1574,2495,5216,2522,1227,2363,25871,19312,5155,1383,21,21856,1213,1051,2386,1771,2643,3880,3033,3542,1315,1022,62660,79498,15851,78858,7382,20465,5604,27913,1325,11344,163,3766,2298,15321,779,402,951,1127,1584,3061,2307,2980,1158,972,72441,91997,30968,6535,31338,46030,35154,54547,37338,56955,52459,40853,19466,4496,14486,300,33783,25029,24342,21901,21383,1556,2441,687,381,238,173,306,8754,7322,4823,3865,1432,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
2021,Baldwin County; Alabama,183804,108873,108361,104367,3994,512,74931,108361,-888888888,95327,52551,52524,50152,13838,8776,32072,23672,102650,83559,8454,133,1212,1279,8013,26.3,104367,37653,18572,24673,9940,13529,104367,1827,9066,9879,01,003,2255,14967,4854,1424,7445,12006,19718,10707,4861,5358,104367,81897,14172,8167,131,87190,4251,3672,6082,8264,11696,14840,12742,13378,6082,6183,64346,87709,61928,88714,33929,22587,24855,29658,4007,11780,768,3728,5839,58062,1438,690,2392,3604,7294,10159,9742,11425,5676,5642,82801,106183,35384,29128,35140,49292,35999,55549,41155,224339,202513,156322,80475,21826,51002,2984,127295,97467,93919,81122,78564,5351,12797,3548,2279,1683,742,1269,29828,25422,17333,11386,4406,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
2021,Barbour County; Alabama,20639,9369,9369,8561,808,0,11270,9369,-888888888,9599,4782,4782,4231,1464,1057,3332,2286,8461,7033,1009,7,184,91,137,26.0,8561,2193,1773,1700,1042,1853,8561,469,393,2176,01,005,105,816,545,50,332,479,1562,698,325,611,8561,6368,1817,353,23,9088,1120,647,1676,969,1248,1475,635,842,177,299,36422,55066,5834,59557,4198,17663,1951,22840,963,9885,187,2371,2331,5860,559,307,687,630,817,1127,627,675,163,268,48768,66418,21325,3228,20704,31775,27623,42995,31644,22295,19982,11636,11534,2313,5582,154,12153,8501,7718,6729,6163,767,989,783,555,240,454,228,3652,2716,1130,1913,936,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
2021,Bibb County; Alabama,18333,9107,9107,8223,884,0,9226,9107,-888888888,8239,4009,4009,3600,1330,654,2974,1745,7994,6952,619,0,38,17,368,30.5,8223,1805,1381,1770,1365,1902,8223,299,956,1109,01,007,254,950,463,142,499,514,1746,287,571,433,8223,6892,948,383,0,7083,528,555,822,724,756,1238,1193,773,260,234,54277,67396,4636,66163,3346,21263,1953,22176,480,9037,234,1492,1198,5018,304,144,398,411,560,1042,988,699,250,222,67979,77484,24787,2065,22535,40882,28108,45838,37816,21000,18905,13148,8583,2095,4723,94,12804,8503,7651,6678,6435,443,973,852,452,250,209,400,4301,3673,1721,2486,628,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
2021,Blount County; Alabama,46871,25844,25798,24244,1554,46,21027,25798,-888888888,23482,11499,11480,10840,3907,2518,8707,5618,23918,20670,2210,30,152,178,678,33.9,24244,6848,3345,5228,3709,5114,24244,443,2309,4130,01,009,893,2958,1832,203,1081,2021,5170,1125,1260,819,24244,19469,2795,1907,73,21300,1784,885,2025,2353,2775,3948,2496,3008,1235,791,52830,71849,14787,77438,8238,20884,5350,24481,1862,10312,487,3014,2135,15213,488,340,809,1555,1823,3458,2209,2739,1065,727,68945,83018,27309,6087,23818,39761,35567,46656,40210,58437,52583,38181,21498,5854,14238,484,33844,23635,22241,19701,19078,1043,2540,1394,855,699,294,539,10209,7943,4623,4189,2266,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
2021,Bullock County; Alabama,8188,3936,3936,3818,118,0,4252,3936,-888888888,3687,1670,1670,1665,463,245,1383,898,3756,3150,456,0,69,55,26,33.8,3818,759,639,410,567,1443,3818,168,183,1628,01,011,18,236,106,59,90,83,506,284,116,341,3818,3021,650,147,0,3419,520,373,635,404,349,471,251,318,48,50,29063,46257,1983,58101,1513,13696,638,18006,468,10476,202,939,972,2077,251,55,357,182,218,393,241,293,37,50,46563,60682,21012,1342,16055,23895,27256,35845,24186,10028,9012,4483,5361,1016,2689,12,5757,3558,3494,2877,2557,421,617,64,28,23,5,36,2199,1848,909,1029,351,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
2021,Butler County; Alabama,15232,8100,8097,7567,530,3,7132,8097,-888888888,8379,4356,4353,4041,1202,940,2798,2184,7473,6471,653,9,31,110,199,24.8,7567,2015,1156,1653,913,1830,7567,186,332,1876,01,013,155,736,370,85,323,461,1356,790,414,483,7567,6153,1081,325,8,6531,410,524,861,805,984,1024,675,809,266,173,45236,63862,4438,62448,2913,19342,1692,22453,751,10169,102,3714,1050,4317,166,204,385,410,564,847,593,738,266,144,62762,76899,23897,2214,25511,36653,27892,38829,32166,18922,16766,12010,7834,2156,4561,221,10492,7474,6976,5904,5746,386,1072,498,240,110,140,258,3018,2413,1364,1419,605,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
2021,Calhoun County; Alabama,94127,53147,52775,49073,3702,372,40980,52775,-888888888,49321,25338,25271,23340,7438,4258,15412,10808,48508,41197,4784,299,523,242,1463,24.2,49073,14795,8895,10722,4703,9958,49073,472,2561,8872,01,015,1221,6291,2190,678,1818,3439,11369,4491,2159,3512,49073,37212,9228,2560,73,44295,3651,2908,4747,5331,5114,8604,5383,5535,1725,1297,50977,65287,31025,66680,17552,18909,12497,24051,3214,9240,863,3732,7720,27960,1257,800,2351,3079,3211,5674,4318,4518,1637,1115,63358,79082,26440,16335,27968,38451,30506,49496,37518,114999,102164,74316,47431,12835,27054,811,67762,48086,44933,38135,36397,3355,6798,3153,1388,752,790,1765,19676,16302,8963,9833,3374,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
2021,Chambers County; Alabama,28363,15982,15982,15478,504,0,12381,15982,-888888888,14963,7540,7540,7255,2367,1565,4163,2991,14891,12952,1372,49,61,181,276,22.4,15478,4077,2567,2728,1458,4648,15478,351,732,4753,01,017,273,1261,735,241,516,1201,3056,1199,619,541,15478,12724,2032,689,33,13123,602,871,1722,1959,1616,2420,1721,1627,256,329,47232,59993,9281,62211,5626,19612,3134,15764,1158,10774,107,1843,1982,9091,171,332,828,1498,1225,1858,1335,1410,179,255,54851,66631,24840,4032,25646,39110,30253,43576,34243,34472,30859,20657,14716,3613,7573,252,20237,14725,14302,12288,11726,944,2014,423,235,183,62,188,5512,4402,2237,2678,1110,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
2021,Cherokee County; Alabama,20798,10277,10277,9794,483,0,10521,10277,-888888888,10513,4508,4508,4313,1176,712,3289,2280,9625,8164,915,65,49,188,244,30.2,9794,3142,1480,1595,1279,2298,9794,334,963,2017,01,019,141,1022,672,33,315,274,2334,660,477,552,9794,7524,1571,669,30,9692,666,605,1301,1298,1390,1704,1055,915,407,351,43475,63492,5950,71932,4570,20847,2589,21177,800,9348,168,3596,1236,6430,201,229,584,701,1003,1253,972,884,377,226,60494,74365,26867,3262,25471,41257,33593,47465,40679,24723,22303,15848,10829,2420,5019,94,14139,9504,9060,7633,7421,400,1427,444,200,138,72,244,4635,3990,1984,2452,645,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
