year,county_name,number_sex_and_age_total_population,number_sex_and_age_total_population_male,number_sex_and_age_total_population_female,number_sex_and_age_total_population_under_5_years,number_sex_and_age_total_population_5_to_9_years,number_sex_and_age_total_population_10_to_14_years,number_sex_and_age_total_population_15_to_19_years,number_sex_and_age_total_population_20_to_24_years,number_sex_and_age_total_population_25_to_34_years,number_sex_and_age_total_population_35_to_44_years,number_sex_and_age_total_population_45_to_54_years,number_sex_and_age_total_population_55_to_59_years,number_sex_and_age_total_population_60_to_64_years,number_sex_and_age_total_population_65_to_74_years,number_sex_and_age_total_population_75_to_84_years,number_sex_and_age_total_population_85_years_and_o,number_sex_and_age_total_population_median_age_yea,number_sex_and_age_total_population_18_years_and_o,number_sex_and_age_total_population_21_years_and_o,number_sex_and_age_total_population_62_years_and_o,number_sex_and_age_total_population_65_years_and_o,number_sex_and_age_total_population_18_years_and_o,number_sex_and_age_total_population_18_years_and_o,number_sex_and_age_total_population_18_years_and_o,number_sex_and_age_total_population_65_years_and_o,number_sex_and_age_total_population_65_years_and_o,number_sex_and_age_total_population_65_years_and_o,number_race_total_population,number_race_total_population_one_race,number_race_total_population_two_or_more_races,number_race_one_race,number_race_one_race_white,number_race_one_race_black_or_african_american,number_race_one_race_american_indian_and_alaska_na,number_race_one_race_american_indian_and_alaska_na,number_race_one_race_american_indian_and_alaska_na,number_race_one_race_american_indian_and_alaska_na,number_race_one_race_american_indian_and_alaska_na,number_race_one_race_asian,number_race_one_race_asian_asian_indian,number_race_one_race_asian_chinese,number_race_one_race_asian_filipino,number_race_one_race_asian_japanese,number_race_one_race_asian_korean,number_race_one_race_asian_vietnamese,state_fips,county_fips,number_race_one_race_asian_other_asian,number_race_one_race_native_hawaiian_and_other_pac,number_race_one_race_native_hawaiian_and_other_pac,number_race_one_race_native_hawaiian_and_other_pac,number_race_one_race_native_hawaiian_and_other_pac,number_race_one_race_native_hawaiian_and_other_pac,number_race_one_race_some_other_race,number_race_two_or_more_races,number_race_two_or_more_races_white_and_black_or_a,number_race_two_or_more_races_white_and_american_i,number_race_two_or_more_races_white_and_asian,number_race_two_or_more_races_black_or_african_ame,number_race_alone_or_in_combination_with_one_or_mo,number_race_alone_or_in_combination_with_one_or_mo,number_race_alone_or_in_combination_with_one_or_mo,number_race_alone_or_in_combination_with_one_or_mo,number_race_alone_or_in_combination_with_one_or_mo,number_race_alone_or_in_combination_with_one_or_mo,number_race_alone_or_in_combination_with_one_or_mo,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio,number_total_housing_units
2009,Chilton County; Alabama,42272,20933,21339,2772,2810,3041,2933,2529,5765,6138,5932,2449,2410,3188,1716,589,37.1,31772,30300,6942,5493,31772,15478,16294,5493,2386,3107,42272,41791,481,41791,36641,4532,170,40,0,0,15,58,27,3,0,15,0,0,01,021,13,0,0,0,0,0,390,481,235,191,13,0,42272,37103,4797,372,71,0,421,42272,1978,1863,28,0,87,40294,35168,4417,108,55,0,65,481,31,450,18712
2009,Choctaw County; Alabama,14229,6690,7539,842,950,956,940,784,1294,1973,2150,973,983,1298,842,244,42.7,10864,10303,2985,2384,10864,4988,5876,2384,1015,1369,14229,14065,164,14065,7816,6195,0,0,0,0,0,17,0,17,0,0,0,0,01,023,0,0,0,0,0,0,37,164,0,105,0,0,14229,7948,6227,105,17,0,96,14229,84,11,0,0,73,14145,7816,6195,0,17,0,0,117,12,105,8109
2009,Clarke County; Alabama,26438,12583,13855,1687,1758,2222,2223,1711,2374,3562,3830,1485,1592,2197,1230,567,38.9,19510,18045,4970,3994,19510,9088,10422,3994,1677,2317,26438,26286,152,26286,14594,11038,358,19,0,0,0,266,27,0,45,0,194,0,01,025,0,0,0,0,0,0,30,152,23,88,0,34,26438,14705,11102,480,273,0,30,26438,144,116,0,0,28,26294,14480,11008,358,266,0,30,152,0,152,13086
2009,Clay County; Alabama,13769,6704,7065,740,887,878,750,636,1655,1976,1988,909,586,1215,870,679,41.6,10746,10425,3089,2764,10746,5164,5582,2764,1079,1685,13769,13440,329,13440,11280,2014,37,6,0,12,0,0,0,0,0,0,0,0,01,027,0,0,0,0,0,0,109,329,91,238,0,0,13769,11609,2105,275,0,0,109,13769,366,139,42,139,46,13403,11077,1979,37,0,0,0,310,0,310,6753
2009,Cleburne County; Alabama,14579,7320,7259,923,937,915,890,846,1785,2130,2143,1063,731,1305,635,276,40.0,11168,10770,2631,2216,11168,5545,5623,2216,973,1243,14579,14430,149,14430,13574,781,54,54,0,0,0,2,0,0,2,0,0,0,01,029,0,0,0,0,0,0,19,149,53,78,8,0,14579,13723,834,132,10,0,29,14579,142,119,23,0,0,14437,13444,781,54,2,0,7,149,10,139,6462
2009,Coffee County; Alabama,46802,22707,24095,3094,2977,3218,3162,2886,6688,6347,6305,3009,2392,3596,2227,901,36.9,35590,33896,8033,6724,35590,16969,18621,6724,2777,3947,46802,45900,902,45900,36411,8475,352,80,0,2,0,469,48,47,27,6,315,13,01,031,13,17,12,5,0,0,176,902,154,389,165,17,46802,37216,8667,779,720,86,263,46802,1931,985,240,2,704,44871,34763,8424,320,455,0,64,845,24,821,21817
2009,Colbert County; Alabama,54546,26111,28435,3068,3643,3226,3701,3065,6463,7333,8248,3605,3252,4742,3151,1049,40.9,42293,40190,10804,8942,42293,19843,22450,8942,3662,5280,54546,53787,759,53787,44462,8714,287,105,0,0,0,218,38,92,30,12,0,32,01,033,14,0,0,0,0,0,106,759,314,215,0,104,54546,45088,9161,606,230,0,220,54546,875,428,70,17,360,53671,43830,8701,287,218,0,27,608,0,608,26322
2009,Conecuh County; Alabama,13114,6432,6682,821,787,933,1241,535,1170,1687,1956,1114,670,1148,781,271,42.5,9980,9219,2697,2200,9980,4586,5394,2200,918,1282,13114,13037,77,13037,7144,5808,85,23,0,0,0,0,0,0,0,0,0,0,01,035,0,0,0,0,0,0,0,77,0,77,0,0,13114,7221,5808,162,0,0,0,13114,20,15,5,0,0,13094,7124,5808,85,0,0,0,77,0,77,7492
2009,Coosa County; Alabama,10777,5467,5310,522,557,713,609,636,1127,1511,1748,824,737,1070,485,238,43.4,8552,8311,2223,1793,8552,4222,4330,1793,797,996,10777,10664,113,10664,7144,3505,0,0,0,0,0,0,0,0,0,0,0,0,01,037,0,0,0,0,0,0,15,113,0,113,0,0,10777,7257,3505,113,0,0,15,10777,15,15,0,0,0,10762,7144,3505,0,0,0,0,113,0,113,6364
2009,Covington County; Alabama,36688,17730,18958,2350,2086,2447,2380,2141,3983,4818,5169,2175,2340,3606,2368,825,41.6,28290,26752,8229,6799,28290,13384,14906,6799,2810,3989,36688,36402,286,36402,31116,4586,236,88,0,0,0,146,0,90,5,0,0,51,01,039,0,47,0,47,0,0,271,286,113,139,6,17,36688,31385,4716,392,152,47,282,36688,403,257,83,16,47,36285,30954,4586,236,146,47,41,275,0,275,19127
2009,Crenshaw County; Alabama,13687,6518,7169,829,916,895,1028,632,1605,1750,1975,947,778,1255,795,282,39.6,10432,9943,2758,2332,10432,4871,5561,2332,915,1417,13687,13515,172,13515,10052,2968,83,13,0,0,0,412,0,6,25,0,381,0,01,041,0,0,0,0,0,0,0,172,85,47,8,0,13687,10202,3075,130,437,17,15,13687,145,124,4,6,11,13542,9911,2968,83,412,0,0,168,15,153,6886
2009,Cullman County; Alabama,80630,39882,40748,5090,5393,5130,5153,4773,10718,10882,11473,5314,4335,6789,4094,1486,39.1,61730,58729,14692,12369,61730,30215,31515,12369,5254,7115,80630,79410,1220,79410,77384,977,342,214,7,0,10,265,28,87,23,33,13,50,01,043,31,57,48,9,0,0,385,1220,197,581,23,8,80630,78464,1528,1161,296,57,566,80630,3115,2322,123,202,468,77515,75097,977,341,240,44,0,816,58,758,36646
2009,Dale County; Alabama,48233,23797,24436,3723,3213,3215,3638,3276,7118,6113,6439,2655,2634,3489,1977,743,34.9,36246,33941,7847,6209,36246,17457,18789,6209,2613,3596,48233,47216,1017,47216,36127,9827,203,86,3,0,0,698,121,9,80,142,256,55,01,045,35,93,4,0,0,89,268,1017,299,390,119,87,48233,37048,10273,748,831,104,311,48233,1954,720,838,15,381,46279,34624,9706,193,683,93,35,945,0,945,22672
2009,Dallas County; Alabama,42748,19546,23202,3416,3274,2958,3278,2850,4690,5087,6265,2529,2289,3204,2158,750,36.7,31042,29187,7378,6112,31042,13714,17328,6112,2373,3739,42748,42658,90,42658,13581,28591,74,48,0,0,0,165,49,0,88,0,0,0,01,047,28,0,0,0,0,0,247,90,26,15,9,33,42748,13638,28657,129,174,0,247,42748,352,226,92,0,34,42396,13542,28512,74,165,0,13,90,0,90,20990
2009,DeKalb County; Alabama,68183,33582,34601,5092,4537,4846,4266,3553,9527,8897,9946,4147,3851,5220,3293,1008,37.6,50807,48587,11933,9521,50807,24602,26205,9521,3885,5636,68183,67316,867,67316,63861,1047,845,420,26,8,0,220,7,0,54,22,36,0,01,049,101,0,0,0,0,0,1343,867,109,472,30,2,68183,64574,1323,1341,283,56,1495,68183,7133,5374,44,71,1644,61050,58249,1047,647,220,0,46,841,148,693,29255
2009,Elmore County; Alabama,76714,38793,37921,5034,5241,5120,5395,4856,10636,11805,11280,4575,3999,4973,2390,1410,36.8,57920,54584,11043,8773,57920,29229,28691,8773,3780,4993,76714,75800,914,75800,57662,16469,285,112,0,0,0,370,23,0,20,17,32,92,01,051,186,0,0,0,0,0,1014,914,338,360,90,9,76714,58547,16840,712,534,12,1041,76714,1393,965,58,3,367,75321,57273,16430,285,370,0,71,892,9,883,28829
2009,Escambia County; Alabama,37561,19087,18474,2413,2263,2484,2566,2509,5008,5109,5372,2405,1995,2977,1698,762,38.0,28775,27276,6681,5437,28775,14745,14030,5437,2221,3216,37561,37245,316,37245,23763,11820,1365,38,0,0,0,167,0,57,0,0,11,48,01,053,51,19,0,19,0,0,111,316,125,114,32,31,37561,24037,11976,1510,210,22,122,37561,527,398,6,0,123,37034,23390,11810,1365,164,19,0,286,0,286,17024
2009,Etowah County; Alabama,103150,49448,53702,6518,7064,6362,6733,6066,12894,13685,14697,6819,6030,8343,5761,2178,39.3,78814,75344,19667,16282,78814,37012,41802,16282,6458,9824,103150,101755,1395,101755,85078,15094,361,166,0,0,0,563,90,83,40,65,22,114,01,055,149,34,0,34,0,0,625,1395,575,559,96,4,103150,86387,15779,948,741,34,680,103150,3021,1167,18,247,1589,100129,83206,14851,228,563,16,21,1244,7,1237,48304
2009,Fayette County; Alabama,17651,8490,9161,937,1053,1292,1205,956,1919,2255,2680,1314,1043,1670,977,350,40.7,13686,13034,3578,2997,13686,6504,7182,2997,1237,1760,17651,17206,445,17206,15137,1999,36,16,0,0,0,26,0,0,0,0,0,0,01,057,26,0,0,0,0,0,8,445,199,108,0,16,17651,15559,2223,162,33,0,121,17651,197,93,60,13,31,17454,15052,1999,22,26,0,0,355,55,300,8789
2009,Franklin County; Alabama,30847,15364,15483,2310,2068,2041,1905,1891,4140,4271,4113,1737,1739,2506,1613,513,38.1,23233,22106,5589,4632,23233,11391,11842,4632,1946,2686,30847,30463,384,30463,26423,1205,259,113,0,0,0,74,39,11,18,0,2,4,01,059,0,126,0,126,0,0,2376,384,188,125,0,1,30847,26806,1394,385,74,126,2446,30847,4127,2456,51,147,1473,26720,24971,1161,152,63,0,95,278,0,278,14113
2009,Geneva County; Alabama,25800,12531,13269,1483,1528,1681,1674,1512,2831,3422,3856,1596,1805,2431,1335,646,42.1,20078,19229,5602,4412,20078,9595,10483,4412,1786,2626,25800,25411,389,25411,22467,2680,78,1,0,0,0,84,0,5,0,0,12,67,01,061,0,0,0,0,0,0,102,389,53,273,0,0,25800,22856,2743,361,84,0,155,25800,640,527,0,24,89,25160,21991,2664,78,84,0,7,336,0,336,12481
2009,Greene County; Alabama,9112,4361,4751,608,639,711,678,506,946,1104,1433,524,583,663,485,232,41.2,6717,6451,1704,1380,6717,3009,3708,1380,573,807,9112,9089,23,9089,1827,7167,12,0,0,0,0,11,0,0,11,0,0,0,01,063,0,0,0,0,0,0,72,23,0,23,0,0,9112,1850,7167,35,11,0,72,9112,72,72,0,0,0,9040,1827,7167,12,11,0,0,23,0,23,5292
2009,Hale County; Alabama,17994,9093,8901,1057,1084,1572,1551,1186,2162,2538,2580,1087,804,1188,838,347,36.5,13393,12407,2934,2373,13393,6759,6634,2373,940,1433,17994,17953,41,17953,7315,10562,24,22,1,0,0,50,0,15,29,0,0,0,01,065,6,0,0,0,0,0,2,41,3,28,1,5,17994,7351,10574,61,51,0,2,17994,65,61,1,0,3,17929,7251,10562,24,50,0,2,40,0,40,8265
2009,Henry County; Alabama,16580,8110,8470,1006,1111,1085,1288,1003,1358,2328,2356,1005,1261,1362,997,420,41.6,12731,11859,3400,2779,12731,5935,6796,2779,1103,1676,16580,16549,31,16549,11189,5073,0,0,0,0,0,189,151,0,0,0,0,38,01,067,0,0,0,0,0,0,98,31,0,31,0,0,16580,11220,5073,31,189,0,98,16580,395,269,66,0,60,16185,10948,5017,0,189,0,0,31,0,31,8388
2009,Houston County; Alabama,97091,46220,50871,6681,6815,6514,6421,5780,12268,13171,13743,6230,4974,7658,4838,1998,38.2,72909,69255,17500,14494,72909,33804,39105,14494,5854,8640,97091,95964,1127,95964,69257,24509,487,227,0,25,21,856,30,325,53,96,164,155,01,069,33,14,2,12,0,0,841,1127,416,328,96,29,97091,70257,25090,873,970,116,953,97091,1920,941,280,114,585,95171,68400,24485,382,852,14,53,985,13,972,43362
2009,Jackson County; Alabama,52898,25754,27144,3141,3387,3379,3263,2958,6598,7256,7947,3285,3578,4807,2621,678,40.6,40793,39177,9892,8106,40793,19532,21261,8106,3465,4641,52898,51369,1529,51369,48551,1861,728,595,0,3,0,97,33,22,17,12,11,0,01,071,2,3,0,0,3,0,129,1529,192,1113,118,53,52898,50027,2118,1906,215,31,142,52898,944,686,10,5,243,51954,47777,1861,719,97,3,15,1482,0,1482,25218
2009,Jefferson County; Alabama,662212,313595,348617,45538,42413,43971,44363,44138,95882,88454,97213,40782,30832,43023,32886,12717,36.8,502987,477068,104860,88626,502987,232466,270521,88626,34224,54402,662212,656656,5556,656656,368598,269723,1123,368,85,0,27,8972,3307,2871,291,371,573,711,01,073,848,429,54,33,29,313,7811,5556,1277,2075,777,298,662212,373336,271754,3776,10253,664,8511,662212,20456,15668,540,424,3824,641756,356673,268824,1009,8940,429,984,4897,112,4785,307684
2009,Lamar County; Alabama,14438,7061,7377,803,934,883,863,773,1748,1873,2169,1049,819,1403,772,349,41.2,11230,10785,3038,2524,11230,5363,5867,2524,1029,1495,14438,14395,43,14395,12623,1735,31,31,0,0,0,0,0,0,0,0,0,0,01,075,0,0,0,0,0,0,6,43,5,32,1,5,14438,12661,1745,68,1,0,6,14438,294,288,0,6,0,14144,12346,1735,31,0,0,0,32,0,32,7718
2009,Lauderdale County; Alabama,88550,42113,46437,4768,5753,4872,5940,6013,11668,11475,12648,5768,5084,7692,5294,1575,39.6,69759,65762,17276,14561,69759,32641,37118,14561,6021,8540,88550,87507,1043,87507,77659,8990,159,91,0,0,0,398,136,28,44,130,41,0,01,077,19,0,0,0,0,0,301,1043,314,463,42,10,88550,78653,9400,689,464,14,475,88550,1410,1223,42,0,145,87140,76798,8862,159,398,0,0,923,44,879,42111
2009,Lawrence County; Alabama,34094,16797,17297,2021,2388,2063,2316,2073,4164,5321,5011,2230,2120,2523,1340,524,39.3,26128,24934,5627,4387,26128,12693,13435,4387,1925,2462,34094,32724,1370,32724,26723,4174,1604,1142,0,0,0,64,0,0,46,0,0,0,01,079,18,0,0,0,0,0,159,1370,116,1074,27,0,34094,28093,4303,2740,154,0,250,34094,577,414,0,0,163,33517,26413,4132,1572,64,0,3,1333,40,1293,15562
2009,Lee County; Alabama,130669,64714,65955,7799,7924,8074,13582,24374,14607,16553,15302,6293,4983,6391,3552,1235,26.9,101818,87410,13799,11178,101818,49778,52040,11178,4686,6492,130669,129237,1432,129237,95296,30317,386,149,0,0,7,2635,478,829,61,47,545,233,01,081,442,134,7,127,0,0,469,1432,406,513,140,126,130669,96488,30992,1071,2932,189,528,130669,2607,1123,442,46,996,128062,93345,30173,270,2634,134,170,1336,2,1334,60498
2009,Limestone County; Alabama,74076,37422,36654,4638,4896,5213,4666,4173,10120,11757,11186,4565,4029,4948,2787,1098,38.0,56342,53513,11157,8833,56342,28431,27911,8833,3762,5071,74076,73303,773,73303,61451,9732,375,152,0,0,0,532,152,0,117,29,60,87,01,083,87,3,3,0,0,0,1210,773,256,306,48,48,74076,62127,10091,759,636,17,1256,74076,3028,2268,59,154,547,71048,59782,9650,370,518,3,8,717,13,704,28981
2009,Lowndes County; Alabama,12632,5862,6770,873,895,948,1038,819,1285,1691,1912,747,713,966,575,170,38.8,9281,8635,2106,1711,9281,4252,5029,1711,735,976,12632,12558,74,12558,3551,8923,43,31,0,0,12,3,0,0,3,0,0,0,01,085,0,0,0,0,0,0,38,74,58,16,0,0,12632,3625,8981,59,3,0,38,12632,25,25,0,0,0,12607,3548,8923,43,3,0,16,74,0,74,5919
2009,Macon County; Alabama,22304,10248,12056,1192,1129,1565,2556,3152,1721,2336,2831,1379,1098,1647,1347,351,34.0,17499,14755,3875,3345,17499,7823,9676,3345,1359,1986,22304,21943,361,21943,3458,18368,63,12,0,0,0,6,0,6,0,0,0,0,01,087,0,0,0,0,0,0,48,361,60,128,0,163,22304,3656,18601,364,6,0,48,22304,113,70,29,0,14,22191,3423,18329,63,6,0,9,361,0,361,10966
2009,Madison County; Alabama,314047,153350,160697,20017,21424,21341,23312,21640,40599,46147,48289,17886,14959,21859,12671,3903,37.1,237473,222504,46971,38433,237473,114148,123325,38433,16684,21749,314047,306731,7316,306731,222107,73908,1425,682,8,0,57,7348,1854,1756,649,529,1318,854,01,089,388,252,90,33,0,129,1691,7316,1758,2094,836,902,314047,227683,77616,4850,8938,496,2329,314047,8861,5830,1096,98,1837,305186,215626,73516,1404,7297,238,305,6800,226,6574,137964
2009,Marengo County; Alabama,21210,10018,11192,1417,1083,1966,1652,1366,2023,2817,3085,1314,1294,1815,969,409,39.3,15635,14670,3905,3193,15635,7142,8493,3193,1301,1892,21210,21111,99,21111,9854,11209,17,17,0,0,0,0,0,0,0,0,0,0,01,091,0,0,0,0,0,0,31,99,28,36,0,8,21210,9945,11258,88,27,0,31,21210,82,46,12,0,24,21128,9814,11198,17,0,0,0,99,0,99,10450
2009,Marion County; Alabama,29415,14523,14892,1744,1756,1719,1809,1576,3514,4028,4235,1930,1811,2895,1831,567,41.4,23012,22151,6406,5293,23012,11195,11817,5293,2109,3184,29415,29046,369,29046,27553,1093,87,28,0,0,0,35,13,0,2,12,0,0,01,093,8,0,0,0,0,0,278,369,153,152,44,0,29415,27922,1257,250,88,0,287,29415,537,459,0,0,78,28878,27303,1093,87,35,0,0,360,0,360,14976
2009,Marshall County; Alabama,87925,43166,44759,7257,5996,6041,5731,4864,11372,11951,12007,5691,4542,7006,3926,1541,37.4,64928,61853,14985,12473,64928,31310,33618,12473,5148,7325,87925,86699,1226,86699,83068,1369,548,313,0,0,34,414,62,98,60,0,0,146,01,095,48,56,0,0,45,11,1244,1226,486,366,104,68,87925,84166,1937,1060,612,56,1368,87925,9346,6172,242,322,2610,78579,75289,1338,472,414,56,0,1010,0,1010,38283
