year,county_name,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_under_5_years,sex_and_age_5_to_9_years,sex_and_age_10_to_14_years,sex_and_age_15_to_19_years,sex_and_age_20_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_55_to_59_years,sex_and_age_60_to_64_years,sex_and_age_65_to_74_years,sex_and_age_75_to_84_years,sex_and_age_85_years_and_over,sex_and_age_median_age_years,sex_and_age_18_years_and_over,sex_and_age_21_years_and_over,sex_and_age_62_years_and_over,sex_and_age_65_years_and_over,sex_and_age_18_years_and_over,sex_and_age_18_years_and_over_male,sex_and_age_18_years_and_over_female,sex_and_age_65_years_and_over,sex_and_age_65_years_and_over_male,sex_and_age_65_years_and_over_female,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_one_race,race_one_race_white,race_one_race_black_or_african_american,race_one_race_american_indian_and_alaska_native,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_na,race_one_race_american_indian_and_alaska_native_si,race_one_race_asian,race_one_race_asian_asian_indian,race_one_race_asian_chinese,race_one_race_asian_filipino,race_one_race_asian_japanese,race_one_race_asian_korean,race_one_race_asian_vietnamese,state_fips,county_fips,race_one_race_asian_other_asian,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_some_other_race,race_two_or_more_races,race_two_or_more_races_white_and_black_or_african_,race_two_or_more_races_white_and_american_indian_a,race_two_or_more_races_white_and_asian,race_two_or_more_races_black_or_african_american_a,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,race_race_alone_or_in_combination_with_one_or_more,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,total_housing_units
2013,Clark County; Indiana,111221,54393,56828,7281,6959,7459,6976,6593,15531,15536,15985,7676,6630,8369,4522,1704,38.3,85122,81128,18366,14595,85122,41014,44108,14595,6153,8442,111221,108407,2814,108407,98805,7480,134,0,0,0,15,909,321,25,213,24,152,108,18,019,66,0,0,0,0,0,1079,2814,1643,532,357,0,111221,101578,9294,810,1284,41,1174,111221,5441,4015,488,69,869,105780,94558,7413,111,909,0,66,2723,30,2693,47987
2013,Clay County; Indiana,26865,13226,13639,1582,1908,1692,1865,1530,3172,3429,3958,1772,1783,2257,1315,602,40.8,20522,19600,5260,4174,20522,10007,10515,4174,1820,2354,26865,26499,366,26499,26242,91,40,21,0,0,0,36,0,19,0,0,0,17,18,021,0,9,9,0,0,0,81,366,168,110,0,0,26865,26608,284,175,36,9,144,26865,320,251,19,0,50,26545,26066,91,40,36,9,0,303,0,303,11681
2013,Franklin County; Indiana,23042,11534,11508,1368,1634,1753,1654,1111,2391,3069,3609,1867,1229,1857,1075,425,40.2,17221,16447,3996,3357,17221,8521,8700,3357,1484,1873,23042,22890,152,22890,22645,42,29,11,0,0,0,103,0,0,29,66,0,0,18,047,8,0,0,0,0,0,71,152,1,118,9,6,23042,22791,49,153,112,0,89,23042,228,183,27,0,18,22814,22523,42,29,97,0,0,123,0,123,9523
2013,Jackson County; Indiana,42769,21490,21279,2815,2784,2972,2807,2404,5632,5682,6151,3041,2199,3484,1983,815,38.7,32356,31100,7602,6282,32356,15948,16408,6282,2716,3566,42769,42141,628,42141,40050,163,24,0,0,0,0,620,30,11,73,380,82,39,18,071,5,0,0,0,0,0,1284,628,358,84,112,0,42769,40678,521,108,732,0,1358,42769,2503,2300,69,0,134,40266,38932,155,24,620,0,50,485,0,485,18239
2013,Posey County; Indiana,25713,12717,12996,1416,1654,1705,1893,1473,2698,3103,4237,2065,1663,2127,1281,398,42.0,19701,18753,4844,3806,19701,9635,10066,3806,1693,2113,25713,25472,241,25472,24892,356,0,0,0,0,0,51,24,24,0,0,0,0,18,129,3,0,0,0,0,0,173,241,68,58,57,0,25713,25120,437,58,108,0,231,25713,252,177,3,0,72,25461,24822,356,0,51,0,36,196,13,183,11243
2013,Vermillion County; Indiana,16098,7950,8148,851,1171,989,1064,841,1679,2076,2292,1301,1062,1531,874,367,41.7,12375,11862,3418,2772,12375,5945,6430,2772,1192,1580,16098,15987,111,15987,15848,27,70,3,4,0,7,26,8,0,4,1,8,0,18,165,5,0,0,0,0,0,16,111,57,17,22,0,16098,15954,84,87,53,13,18,16098,156,65,80,1,10,15942,15695,24,70,26,0,16,111,2,109,7468
2013,Allen County; Indiana,358324,174788,183536,26397,26640,26740,25733,24009,47477,45945,49251,23449,18965,23287,14273,6158,35.5,262569,247951,54612,43718,262569,126223,136346,43718,18501,25217,358324,348621,9703,348621,286171,42734,1137,201,84,43,15,9824,1472,1460,991,297,420,650,18,003,4534,262,88,151,11,12,8493,9703,4219,1355,1517,433,358324,294916,48439,3661,11700,499,9702,358324,23857,18446,1612,396,3403,334467,272446,42196,887,9813,120,855,8150,179,7971,152628
2013,Floyd County; Indiana,75120,36389,38731,4458,4982,5178,4998,4867,9041,9942,11683,5540,4478,5594,2968,1391,39.2,57347,54444,12605,9953,57347,27456,29891,9953,4259,5694,75120,73299,1821,73299,68313,3500,124,59,0,0,0,839,56,324,57,4,113,66,18,043,219,0,0,0,0,0,523,1821,1266,348,113,0,75120,70128,4805,480,985,6,578,75120,2080,1759,30,31,260,73040,66933,3422,90,839,0,13,1743,9,1734,32031
2013,Johnson County; Indiana,141796,69641,72155,9526,10677,10449,10019,8366,17911,19843,20564,8756,7700,10140,5302,2543,37.1,104664,99164,22558,17985,104664,50468,54196,17985,7793,10192,141796,139517,2279,139517,132712,2429,228,108,0,0,0,2583,1793,356,93,31,138,106,18,081,66,12,12,0,0,0,1553,2279,424,504,307,185,141796,134122,3050,1021,3596,139,2220,141796,4524,3158,234,110,1022,137272,129827,2161,228,2565,12,519,1960,555,1405,57183
2013,Gibson County; Indiana,33514,16665,16849,2186,2221,2287,2189,1911,3906,4216,5036,2258,2120,2719,1876,589,40.2,25446,24089,6489,5184,25446,12482,12964,5184,2216,2968,33514,32920,594,32920,31857,640,33,13,0,0,0,97,0,8,61,0,17,0,18,051,11,0,0,0,0,0,293,594,292,152,88,3,33514,32428,956,209,205,20,311,33514,473,382,54,0,37,33041,31693,640,33,97,0,0,578,2,576,14644
2013,Orange County; Indiana,19829,9863,9966,1176,1288,1480,1491,1060,2074,2446,2917,1495,1185,1826,1035,356,40.2,14909,14152,3932,3217,14909,7311,7598,3217,1440,1777,19829,19668,161,19668,19233,322,46,0,9,0,17,6,0,0,0,0,6,0,18,117,0,0,0,0,0,0,61,161,54,107,0,0,19829,19394,376,153,6,0,61,19829,212,95,87,0,30,19617,19082,322,46,6,0,0,161,0,161,9133
2013,Marshall County; Indiana,47057,23410,23647,3172,3498,3494,3448,2675,5149,5963,6635,3208,2768,3660,2218,1169,38.4,34641,32823,8631,7047,34641,16930,17711,7047,3005,4042,47057,46227,830,46227,44078,346,94,29,0,0,0,284,9,0,115,0,19,109,18,099,32,20,20,0,0,0,1405,830,204,178,41,8,47057,44879,580,314,325,29,1782,47057,4133,3194,178,14,747,42924,41922,245,82,267,20,0,388,1,387,19850
2013,Blackford County; Indiana,12665,6272,6393,745,770,806,836,683,1287,1551,1855,908,887,1268,745,324,41.9,9814,9335,2825,2337,9814,4758,5056,2337,986,1351,12665,12490,175,12490,12382,54,10,0,0,0,0,41,7,3,5,0,0,21,18,009,5,0,0,0,0,0,3,175,42,76,0,7,12665,12543,143,140,48,7,6,12665,151,137,3,0,11,12514,12241,54,10,41,0,3,165,3,162,6021
2013,Scott County; Indiana,24035,11924,12111,1422,1637,1643,1613,1461,2860,3232,3660,1699,1398,2071,986,353,39.4,18283,17460,4223,3410,18283,8998,9285,3410,1509,1901,24035,23901,134,23901,23477,264,16,0,0,0,0,7,0,0,0,7,0,0,18,143,0,0,0,0,0,0,137,134,24,84,0,0,24035,23606,288,100,12,0,163,24035,369,340,5,0,24,23666,23276,259,16,7,0,0,108,0,108,10425
2013,Elkhart County; Indiana,198662,98025,100637,15657,16088,15355,14223,12582,25283,25632,26590,12141,10456,13236,7597,3822,35.1,142539,134884,30095,24655,142539,69447,73092,24655,10641,14014,198662,193823,4839,193823,170022,11769,503,114,0,0,14,1949,240,383,282,41,203,72,18,039,728,97,32,65,0,0,9483,4839,1816,924,522,109,198662,174578,14088,2009,2509,241,10725,198662,28544,23060,1157,255,4072,170118,152564,11242,320,1943,97,436,3516,220,3296,77672
2013,Cass County; Indiana,38802,19339,19463,2595,2593,2776,2731,2197,4594,4881,5535,2618,2354,3117,2051,760,39.0,29046,27678,7288,5928,29046,14307,14739,5928,2497,3431,38802,38135,667,38135,34353,685,57,13,4,0,0,425,8,39,52,32,0,49,18,017,245,34,3,28,3,0,2581,667,215,166,81,0,38802,34884,938,233,512,152,2782,38802,5029,3379,103,267,1280,33773,32095,620,57,425,3,212,361,0,361,16425
2013,Wayne County; Indiana,68557,33231,35326,4259,4423,4201,4886,4219,7774,8484,9824,4908,4141,6036,3843,1559,40.6,52921,49901,13873,11438,52921,25160,27761,11438,4777,6661,68557,66357,2200,66357,61903,3002,20,2,0,4,0,632,291,35,71,176,57,0,18,177,2,0,0,0,0,0,800,2200,1382,438,141,68,68557,64011,4519,569,773,43,885,68557,1803,1353,148,19,283,66754,60896,2957,15,632,0,94,2160,77,2083,31194
2013,Ohio County; Indiana,6075,2986,3089,275,341,387,342,318,683,743,1019,448,437,667,323,92,44.4,4854,4637,1334,1082,4854,2395,2459,1082,486,596,6075,5985,90,5985,5938,41,0,0,0,0,0,0,0,0,0,0,0,0,18,115,0,0,0,0,0,0,6,90,20,9,0,0,6075,6028,61,9,0,0,67,6075,96,96,0,0,0,5979,5903,41,0,0,0,6,29,0,29,2785
2013,Owen County; Indiana,21467,10803,10664,1171,1325,1430,1412,1261,2171,2663,3567,1613,1539,2044,939,332,43.0,16639,15842,4129,3315,16639,8291,8348,3315,1560,1755,21467,21359,108,21359,21010,100,75,4,0,0,0,118,19,0,0,0,78,21,18,119,0,0,0,0,0,0,56,108,30,68,0,0,21467,21118,140,153,118,0,56,21467,217,193,0,0,24,21250,20831,100,75,118,0,18,108,0,108,10023
2013,Parke County; Indiana,17210,8081,9129,975,909,1116,1068,1037,2125,2282,2612,1270,1061,1622,920,213,41.5,13535,12909,3359,2755,13535,6162,7373,2755,1316,1439,17210,17118,92,17118,16610,453,25,10,0,0,0,28,10,6,1,0,0,0,18,121,11,0,0,0,0,0,2,92,46,30,0,0,17210,16686,515,55,28,0,18,17210,223,190,23,0,10,16987,16395,447,25,28,0,0,92,16,76,8066
2013,Randolph County; Indiana,25975,12789,13186,1371,1763,1946,1802,1336,2754,3245,3807,1747,1676,2376,1443,709,41.2,19707,18766,5422,4528,19707,9578,10129,4528,1988,2540,25975,25555,420,25555,25236,100,20,14,0,0,0,9,3,0,1,0,2,3,18,135,0,0,0,0,0,0,190,420,15,365,1,0,25975,25656,122,388,10,4,222,25975,793,603,49,44,97,25182,24649,100,20,9,0,0,404,20,384,11728
2013,Whitley County; Indiana,33274,16717,16557,2097,1945,2521,2273,1792,3740,4205,5149,2555,2158,2609,1573,657,40.3,25241,24093,6149,4839,25241,12501,12740,4839,2072,2767,33274,32799,475,32799,32203,180,72,34,0,0,0,61,0,10,33,9,0,6,18,183,3,0,0,0,0,0,283,475,79,145,63,0,33274,32612,325,289,190,25,380,33274,548,341,24,11,172,32726,31979,177,72,61,0,80,357,0,357,14307
2013,Benton County; Indiana,8823,4346,4477,580,737,552,573,437,995,1083,1358,669,433,768,449,189,40.2,6587,6323,1617,1406,6587,3201,3386,1406,590,816,8823,8754,69,8754,8657,71,0,0,0,0,0,6,0,0,0,0,0,0,18,007,6,0,0,0,0,0,20,69,16,32,11,0,8823,8721,92,32,17,0,30,8823,450,422,11,0,17,8373,8232,70,0,6,0,0,65,6,59,3932
2013,Brown County; Indiana,15128,7579,7549,669,811,932,964,627,1282,1735,2431,1505,1338,1788,817,229,48.0,12065,11615,3672,2834,12065,6005,6060,2834,1347,1487,15128,15021,107,15021,14762,28,173,0,0,0,0,26,0,0,8,0,9,9,18,013,0,0,0,0,0,0,32,107,31,66,0,3,15128,14866,69,249,26,0,32,15128,199,135,0,0,64,14929,14597,28,173,26,0,0,105,0,105,8357
2013,Clinton County; Indiana,33086,16345,16741,2318,2532,2461,2274,1939,3907,4084,4703,2313,1751,2429,1566,809,37.9,24361,23126,5779,4804,24361,11874,12487,4804,2009,2795,33086,32739,347,32739,31001,291,104,15,0,0,0,32,15,6,8,0,0,3,18,023,0,0,0,0,0,0,1311,347,64,99,29,0,33086,31343,361,209,66,5,1455,33086,4545,3909,130,0,506,28541,28060,260,52,32,0,0,137,5,132,13287
2013,Putnam County; Indiana,37799,20010,17789,1866,2139,2286,3254,3626,4427,4777,5614,2577,1963,2956,1816,498,37.7,30047,27168,6358,5270,30047,15963,14084,5270,2321,2949,37799,37505,294,37505,35411,1516,192,131,0,0,0,321,59,123,29,45,1,31,18,133,33,0,0,0,0,0,65,294,189,39,30,0,37799,35703,1708,231,353,7,94,37799,619,335,100,95,89,37180,34921,1493,164,321,0,10,271,26,245,14705
2013,Union County; Indiana,7420,3724,3696,437,425,563,543,443,766,945,1126,513,512,677,371,99,41.0,5640,5350,1541,1147,5640,2729,2911,1147,511,636,7420,7247,173,7247,7173,33,6,0,0,0,0,33,24,0,0,0,0,0,18,161,9,0,0,0,0,0,2,173,43,42,56,0,7420,7346,76,48,89,0,34,7420,37,32,5,0,0,7383,7170,33,6,33,0,0,141,0,141,3231
2013,Washington County; Indiana,28064,14051,14013,1622,1974,2018,1984,1552,3182,3714,4414,1870,1785,2311,1246,392,39.7,21147,20097,5021,3949,21147,10502,10645,3949,1806,2143,28064,27806,258,27806,27621,100,44,44,0,0,0,33,0,9,0,11,0,13,18,175,0,0,0,0,0,0,8,258,36,103,89,0,28064,27879,148,159,122,5,26,28064,337,231,0,0,106,27727,27310,100,44,33,0,0,240,0,240,12153
2013,Daviess County; Indiana,31928,15906,16022,2671,2991,2129,2220,2060,3740,3577,4264,1837,1919,2425,1320,775,35.5,22737,21539,5589,4520,22737,11222,11515,4520,1935,2585,31928,31755,173,31755,30908,300,58,58,0,0,0,197,103,41,23,10,20,0,18,027,0,31,0,28,0,3,261,173,25,81,12,0,31928,31057,367,152,224,36,288,31928,1373,1071,50,11,241,30555,29856,280,58,197,3,0,161,19,142,12456
2013,Dearborn County; Indiana,49975,24838,25137,2967,3537,3614,3329,2686,5391,6687,8068,4050,2838,3975,2086,747,40.9,37717,35815,8424,6808,37717,18563,19154,6808,3093,3715,49975,49596,379,49596,48658,354,105,51,0,0,0,228,33,90,89,16,0,0,18,029,0,42,0,0,42,0,209,379,149,118,65,0,49975,49028,513,233,302,51,237,49975,538,414,0,0,124,49437,48328,354,105,218,42,11,379,28,351,20173
2013,Henry County; Indiana,49275,25375,23900,2415,2904,3133,3084,2874,5748,6532,7712,3455,3198,4504,2729,987,42.1,38845,37027,10025,8220,38845,20121,18724,8220,3515,4705,49275,48351,924,48351,47053,812,103,27,0,11,0,147,19,26,8,59,5,10,18,065,20,8,0,0,5,3,228,924,150,521,121,106,49275,47871,1069,731,272,12,249,49275,740,489,71,17,163,48535,46592,809,101,130,8,12,883,2,881,21211
2013,Knox County; Indiana,38266,19230,19036,2355,2259,2107,3353,3205,4434,4093,5412,2702,2197,3258,2042,849,39.2,30047,26970,7270,6149,30047,15036,15011,6149,2508,3641,38266,37706,560,37706,36249,1103,22,5,0,0,0,141,0,27,86,6,22,0,18,083,0,0,0,0,0,0,191,560,158,133,174,0,38266,36801,1287,160,336,20,240,38266,632,343,132,3,154,37634,35847,1103,12,141,0,0,531,20,511,17001
2013,Lawrence County; Indiana,46053,22774,23279,2690,2880,3186,2997,2379,5082,5848,6818,3209,3208,4352,2620,784,41.2,35377,33682,9698,7756,35377,17235,18142,7756,3394,4362,46053,45462,591,45462,44714,210,49,16,0,0,0,246,13,204,10,0,0,19,18,093,0,0,0,0,0,0,243,591,134,348,70,0,46053,45286,344,397,335,0,282,46053,615,371,70,27,147,45438,44399,183,49,246,0,9,552,0,552,20976
2013,Madison County; Indiana,131027,65384,65643,7995,8835,7754,8674,8462,16100,17156,18533,8717,8027,11256,6590,2928,39.4,101225,95935,25325,20774,101225,50011,51214,20774,8984,11790,131027,126837,4190,126837,115801,8842,155,12,0,0,0,521,44,276,54,32,56,29,18,095,30,58,8,0,0,50,1460,4190,1176,2063,271,281,131027,119595,10447,2610,873,98,1719,131027,4347,3345,257,125,620,126680,112900,8821,147,521,58,236,3997,107,3890,58888
2013,Steuben County; Indiana,34190,17330,16860,1839,2083,2287,2705,2392,3513,4194,5080,2476,2342,3118,1681,480,40.5,26555,24777,6691,5279,26555,13444,13111,5279,2428,2851,34190,32588,1602,32588,32044,178,78,9,0,0,0,163,17,26,11,19,22,30,18,151,38,7,0,0,7,0,118,1602,189,1314,86,0,34190,33646,380,1405,251,9,118,34190,1045,672,240,0,133,33145,31156,178,78,163,7,44,1519,0,1519,19371
2013,Perry County; Indiana,19450,10401,9049,1183,1182,1089,1099,1229,2638,2409,2973,1321,1303,1555,988,481,40.8,15320,14663,3724,3024,15320,8301,7019,3024,1325,1699,19450,19205,245,19205,18489,577,61,0,52,0,0,33,1,0,27,5,0,0,18,123,0,0,0,0,0,0,45,245,154,26,2,0,19450,18671,731,87,98,23,85,19450,98,46,0,19,33,19352,18455,577,61,33,0,0,226,40,186,8490
2013,Pike County; Indiana,12780,6387,6393,749,768,827,779,657,1348,1573,2020,783,1040,1244,679,313,42.9,9938,9500,2746,2236,9938,4950,4988,2236,995,1241,12780,12758,22,12758,12713,13,0,0,0,0,0,32,0,0,32,0,0,0,18,125,0,0,0,0,0,0,0,22,3,11,0,0,12780,12727,23,11,32,1,8,12780,6,6,0,0,0,12774,12707,13,0,32,0,0,22,8,14,5739
2013,Pulaski County; Indiana,13253,6700,6553,720,844,982,976,685,1376,1563,2038,990,799,1254,705,321,41.8,10101,9517,2737,2280,10101,5070,5031,2280,1044,1236,13253,13036,217,13036,12897,18,5,0,0,0,0,54,9,10,10,0,7,0,18,131,18,0,0,0,0,0,62,217,33,184,0,0,13253,13114,51,189,54,0,62,13253,346,320,10,7,9,12907,12630,18,5,54,0,0,200,0,200,6039
2013,Warren County; Indiana,8464,4242,4222,474,480,578,590,416,828,1050,1394,629,538,821,472,194,43.2,6537,6282,1882,1487,6537,3241,3296,1487,665,822,8464,8363,101,8363,8266,10,6,6,0,0,0,13,0,13,0,0,0,0,18,171,0,0,0,0,0,0,68,101,0,74,0,0,8464,8357,10,80,23,27,68,8464,83,83,0,0,0,8381,8249,10,6,13,0,2,101,0,101,3680
2013,Wells County; Indiana,27707,13645,14062,1785,1760,1965,1928,1530,3112,3209,4270,1966,1673,2329,1358,822,40.9,20972,19921,5338,4509,20972,10236,10736,4509,1927,2582,27707,27454,253,27454,27074,107,65,30,0,0,0,140,0,20,13,23,81,0,18,179,3,0,0,0,0,0,68,253,122,102,0,0,27707,27327,229,167,140,0,97,27707,610,492,3,0,115,27097,26598,94,46,140,0,9,210,0,210,11666
